id,Title,User name,User Location,District,Participant Count,Men,Women,Children,Date of Discussion,Challenges,Solutions,Author,Organization,Language,Session Created At,Image Urls,PDF Urls,Transcript Link
"41,572",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Engy,"Kenchalagudu, Dagalli Grama Panchayiti, Mysuru Talooku, Mysuru Jille, Karnataka Rajya",Mysore,32,2,25,5,2026-05-10,1. Library problem | 2. Transportation problem | 3. Cleanliness problem,1. Creating libraries at the school level | 2. Writing an application to the Gram Panchayat for transportation system,120,Wee Help Organisation,en,"June 4, 2026, 4:15 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/41572/1780570126-1000662677.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/41572/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,ns28rgehfxmr17gljvepuj76iwbtahkx
"41,573",Library Cleanliness and Design Challenges in Rural Schools,Jayalakshmi,"Kenchalagudu, Danagalli Grama Panchayiti, Mysuru Taluk, Mysuru Jille, Karnataka Rajya",Mysore,25,,25,,2026-05-10,"1. Library cleanliness is a major issue in rural schools, affecting the health and focus of students.",1. Adequately designing libraries at the school level to improve cleanliness and functionality.,120,VII Help Organisation,en,"June 4, 2026, 4:27 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41573/1780570804-1000662675.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41573/1780570810-1000662675.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41573/Library_Cleanliness_and_Design_Challenges_in_Rural_Schools.pdf,t6ehg81t7ibpd4l00pni9kl91zmtjvst
"41,574",Cleanliness and Enrollment Challenges in Schools,Jayalakshmi Aarr Nandini Engy,"Dhanagalli Graama, Mysuru Taalooka, Mysuru Jille, Karnataka Raajya",Mysore,35,5,25,5,2026-05-18,1. Cleanliness problem | 2. Lack of school enrollment,1. Maintaining learning and cleanliness at school level | 2. Undertaking cleanliness programs,120,VII Help Organization,en,"June 4, 2026, 4:31 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41574/1780571127-1000662671.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41574/1780571107-1000662676.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41574/1780571117-1000662671.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41574/Cleanliness_and_Enrollment_Challenges_in_Schools.pdf,p5clh1z36hllzam07ztl3afukd4v4yj2
"41,575",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Engy,"Hairahalli Devalapur Grama Panchayiti Mysuru Talooku, Mysuru Jille Karnataka Rajya",Mysore,35,5,25,5,2026-05-05,1. About the cleanliness of the Anganwadi building | 2. About the construction of the Anganwadi building | 3. Child enrollment problem,1. Informing the Gram Panchayat to take action regarding cleanliness | 2. Writing an application to the Gram Panchayat regarding the construction of Anganwadi buildings | 3. Organizing entertainment programs to increase the enrollment of children,120,VII Help Organization,en,"June 4, 2026, 4:40 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41575/1780571697-1000646451.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41575/1780571713-1000647641.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41575/1780571760-1000646458.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41575/1780571788-1000646448.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41575/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,4h7xj1vj95nj9gv8f71nap3337uicxec
"41,576",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Engy,"Alanahalli Grama, Mysuru Talooku, Mysuru Jille, Karnataka Rajya",Mysore,55,5,40,10,2026-04-04,1. Library Problem | 2. Reading Corner Children's Pre-Learning System,"1. Establishing libraries in schools, maintaining cleanliness, and creating reading corners in homes.",120,VII Help Organization,en,"June 4, 2026, 4:47 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/41576/1780572133-1000640103.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/41576/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,bx9ronzelki97oa2mbbasr5hwf2kg1p2
"41,581","Transportation and Enrollment Challenges in Tha Odasanahalli, Karnataka",Purnima,"Tha Odasanahalli, Mandya, Karnataka",Mandya,52,3,26,23,2026-06-02,1. Lack of transportation for children to attend school. | 2. Low enrollment of children in school.,1. Writing a letter to divisional officers to request transport arrangements for children. | 2. Appealing to parents to enroll their children in school.,120,Shikshagraha,en,"June 4, 2026, 7:29 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780581968-20260601_154825.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780582036-20260601_154516.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780581998-20260601_154553.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780582071-20260601_154422.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780582120-20260601_154411.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780582179-20260601_154408.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780582221-20260601_154329.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/1780582302-20260601_154408.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41581/Transportation_and_Enrollment_Challenges_in_Tha_Odasanahalli_Karnataka.pdf,7vqg77rn6b64j1i68c8vhim0r2569m6d
"41,582",Transportation and Enrollment Challenges in Thaodasanahalli,Purnima,"Thaodasanahalli, Mandya, Karnataka",Mandya,52,3,26,23,2026-06-02,1. Complete lack of transportation system | 2. The number of children in school is very low,1. It was discussed to write a letter to the divisional officer requesting him to arrange transportation | 2. Parents were appealed to enroll their children in school,120,Shikshagraha,en,"June 4, 2026, 7:56 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/1780583622-20260601_154825.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/1780583642-20260601_154553.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/1780583662-20260601_154518.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/1780583687-20260601_154429.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/1780583709-20260601_154516.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/1780583735-20260601_154329.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41582/Transportation_and_Enrollment_Challenges_in_Thaodasanahalli.pdf,0wxrep641orvhkihib2a4kolxw91tbko
"41,584",Ground Realities: Education Challenges and Community Responses,Sukanya,"Karlalli Gate, Eletotadalli Grama Panchayiti, Bengaluru Dakshina Jille",Bengaluru,15,,15,,2026-06-04,1. The school faces a challenge of not having permanent teachers. | 2. There is a problem with the availability of proper water for toilets. | 3. The school is experiencing a drinking water problem.,1. Submit applications to the Field Education Officers and Gram Panchayat Development Officers to address the challenges.,120,VII Help Samsthe,en,"June 4, 2026, 8:44 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41584/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,y0hntd3pkdye63dxb99kyyy0pm3wvu49
"41,591",Ground Realities: Education Challenges and Community Responses,aashaa mani,"Haluwadi, Mandya, Karnataka",Mandya,19,,18,1,2026-05-03,1. Lack of water facility in children's rooms | 2. Lack of cleanliness in the toilet for children,1. STMC parents were informed about this.,120,Siksha Graha,en,"June 5, 2026, 10:46 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/1780637262-1000352301.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/1780637336-1000352266.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/1780637431-1000352265.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/1780637362-1000352268.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/1780637309-1000352266.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/1780637390-1000352264.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41591/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,x3zhii9uy7i0ajiy6547o3kbogctje70
"41,595",Ground Realities: Education Challenges and Community Responses,Niveditha,Bangalore,Bengaluru,40,,,,2026-06-04,1. There is a problem of child marriage in the community | 2. The villages in the interior have no transportation from the village to the schools,1. Community members got together and spoke to parents about the importance of educating their girls | 2. A letter was written to the panchayat to facilitate a bus from the village to the schools,120,Shiksha Lokam,en,"June 5, 2026, 3:02 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41595/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,2smwrbkwodp61dif6tc8olcs7q36eiew
"41,596",Ground Realities: Education Challenges and Community Responses,kamakshi,Aaltal Hundi Graama Nahanahalli Block Mysuru Jille Karnataka Raajya,Mysore,30,5,20,5,2026-06-04,1. Lack of transportation for children,1. The community should apply to the Gram Panchayat to repair the road. | 2. This will improve student travel.,120,VII Help Samsthe,en,"June 5, 2026, 2:57 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41596/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,lepmgqfq0uffofdofalftafpvodnqqso
"41,599",Ground Realities: Education Challenges and Community Responses,kamakshi,"Machanayakanahalli, Naganahalli Block, Mysuru District, Karnataka State",Mysore,30,5,10,15,2026-06-04,1. Lack of library facilities for children,1. Parents and children were asked to write an application and submit it to the Gram Panchayat. | 2. Parents and the public were told that libraries should be designed in a manner similar to those in schools.,120,VII Help Samsthe,en,"June 5, 2026, 3:38 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41599/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,k4jqo3r1ya0n97wsuwhu2mv28g2o5d2q
"41,608",Ground Realities: Education Challenges and Community Responses,Sukanya Zii Ess,"Karlalli Gate, Eletotadalli Graama Panchayiti, Bengaluru Daksina Jille",Bengaluru,17,2,9,6,2026-06-04,1. Children don't practice at home | 2. Toilets at school are not proper,1. Parents should take responsibility for practicing at home and senior students should teach their children and apply to the Gram Panchayat Development Officers,120,VII Help Samsthe,en,"June 5, 2026, 8:17 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41608/1780671568-IMG_20260604_185752.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41608/1780671440-IMG_20260604_185752.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41608/1780671609-IMG_20260604_185812.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41608/1780671517-IMG_20260604_185812.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41608/1780671680-IMG_20260604_185833.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41608/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,obqpon6acb6ffwi9u8pdeadgzj2q17ll
"41,609",Ground Realities: Education Challenges and Community Responses,Sukanya Zii Ess,"Nidagodi, Eletotadalli Grama Panchayiti, Bengaluru Dakshina Jille, Karnataka Rajya",Bengaluru,12,,12,,2026-06-04,1. Parents are not willing to admit their children to government schools due to lack of subject-wise teachers. | 2. Unsanitary toilets in government schools. | 3. Problem of clean drinking water in government schools.,1. Conducting an enrollment drive to increase admissions in government schools. | 2. Submitting applications to the Field Education Officers and Gram Panchayat Development Officers to address the challenges.,120,VII. Help Samsthe,en,"June 5, 2026, 8:35 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/1780672569-IMG_20260604_171856.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/1780672811-IMG_20260604_185752.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/1780672692-IMG_20260604_171859_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/1780672748-IMG_20260604_180425.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/1780672863-IMG_20260604_180505.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/1780672914-IMG_20260604_180507.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41609/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,zhud1jkqu8r6f8i7jbs696ypl8d8dld7
"41,611",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Emm Zii,"Dodda Maragoudanahalli Grama, Doddamara Gaudanahalli Grama Panchayiti, Maisur Taalooku, Mysuru Jille, Karnataka Raajya",Mysore,46,10,6,30,2026-06-05,1. The community shared concerns about child enrollment. | 2. The community shared concerns about cleanliness.,1. Conducting a door-to-door enrollment campaign with school children. | 2. Creating a cleanliness awareness program with school children.,120,Vii Help Organization,en,"June 5, 2026, 9:40 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41611/1780676180-1000664883.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41611/1780676192-1000664882.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41611/1780676206-1000664834.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41611/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,2pombvbqguyob54eq0e06wglduvwh55c
"41,612",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Emm Zii,"Mellalli Graama, Mellalli Graama Panchayiti, Maisur Taalooku, Mysuru Jille, Karnataka Raajya",Mysore,25,5,20,,2026-06-05,1. Problem with children's enrollment in the library | 2. Increased mobile phone use among children,"1. What campaign will increase children's enrollment in the library? | 2. To get rid of mobile addiction in children, encourage them to be more interested in reading.",120,Vii Help Organization,en,"June 5, 2026, 9:48 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41612/1780677315-1000665110.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41612/1780677321-1000665110.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41612/1780677330-1000665112.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41612/1780677335-1000665111.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41612/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,nisgw62pk4ofgzrek1w0cxp3lhhz2cyb
"41,640",Ground Realities: Education Challenges and Community Responses,indira,Maldare Graama Panchayiti Vyaaptiya Hennina Thota Hoddy Virajpete Taalooku Kodagu Jille Karnataka Raajya,Kodagu,32,1,26,5,2026-05-10,1. Discussions were held with parents to ensure that children were sent to school regularly. | 2. The issue of registration was discussed. | 3. Ration card problem. | 4. House construction problem.,1. Applying to the Panchayat,120,V Help,en,"June 6, 2026, 3:26 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41640/1780740497-1000811223.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41640/1780740509-1000811223.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41640/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,vhu2hmsyu5o2msxzv2mw2v7cy836w7iq
